pitch_name,game_year,game_month,game_day,home_team,LAA_score,ENEMY_score,stand,on_3b,on_2b,on_1b,inning,pitch_number,outs_when_up,balls,strikes,sz_top,sz_bot,is_first_pitch_number,release_speed,release_pos_x,release_pos_y,release_pos_z,release_spin_rate,release_extension,plate_x,plate_z,events,description,zone,type,hc_x,hc_y
2,2022,6,16,1,2,0,1,0,0,0,3,4,2,1,2,3.44,1.56,0,86.9,-2.56,53.79,5.84,2463.0,6.7,-0.32,1.93,19.0,2.0,7.0,0.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,0,3,5,2,2,2,3.41,1.55,0,89.6,-2.1,53.66,6.19,1002.0,6.8,-0.54,1.25,19.0,0.0,13.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,0,3,6,2,2,2,3.38,1.53,0,83.2,-2.05,53.81,6.34,2645.0,6.7,0.05,1.97,19.0,3.0,8.0,0.0,0.0,0.0
0,2022,6,16,1,2,0,0,0,0,0,4,1,0,0,0,3.44,1.61,1,,,,,,,,,,,,,,
0,2022,6,16,1,2,0,0,0,0,0,4,2,0,1,0,3.44,1.61,0,80.6,-2.59,53.9,6.11,2187.0,6.6,-2.18,3.08,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,0,0,0,0,4,3,0,1,1,3.44,1.61,0,82.5,-2.54,53.75,5.96,2287.0,6.8,-0.96,2.5,19.0,3.0,13.0,0.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,1,4,1,0,0,0,3.37,1.59,1,,,,,,,,,,,,,,
2,2022,6,16,1,2,0,1,0,0,1,4,2,0,0,1,3.36,1.6,0,75.7,-1.79,53.73,6.39,2476.0,6.8,0.36,1.57,19.0,3.0,9.0,0.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,1,4,3,0,1,1,3.37,1.59,0,87.1,-2.05,53.48,6.12,1118.0,7.0,1.22,0.04,19.0,1.0,14.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,1,4,1,1,0,0,3.6,1.7,1,,,,,,,,,,,,,,
0,2022,6,16,1,2,0,1,0,0,1,4,2,1,1,0,3.57,1.69,0,83.9,-2.4,53.7,5.92,2310.0,6.8,0.73,0.43,19.0,1.0,14.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,1,4,3,1,1,1,3.59,1.69,0,83.7,-2.41,53.6,5.9,2252.0,6.9,0.74,2.15,19.0,2.0,9.0,0.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,1,4,4,1,1,2,3.58,1.69,0,96.1,-2.34,53.6,5.9,2263.0,6.9,0.83,3.11,19.0,3.0,12.0,0.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,1,4,5,1,2,2,3.53,1.69,0,90.2,-2.1,53.63,6.09,1225.0,6.9,0.38,0.98,19.0,1.0,14.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,1,4,6,1,3,2,3.58,1.69,0,97.4,-2.36,53.65,5.96,2332.0,6.9,1.1,2.11,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,1,4,1,2,0,0,3.14,1.58,1,,,,,,,,,,,,,,
2,2022,6,16,1,2,0,1,0,0,1,4,2,2,0,1,3.21,1.6,0,85.3,-2.58,53.72,5.83,2441.0,6.8,-0.14,2.13,19.0,2.0,5.0,0.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,0,5,1,0,0,0,3.05,1.42,1,,,,,,,,,,,,,,
1,2022,6,16,1,2,0,1,0,0,0,5,2,0,1,0,3.08,1.42,0,73.4,-1.92,54.01,6.53,2197.0,6.5,-1.25,2.62,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,0,5,3,0,1,1,3.13,1.43,0,94.0,-2.22,53.66,6.09,2118.0,6.8,0.21,2.06,19.0,2.0,5.0,0.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,0,5,4,0,1,2,3.06,1.42,0,96.0,-2.5,53.68,5.95,2084.0,6.8,-0.68,2.77,19.0,9.0,1.0,0.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,0,5,5,0,2,2,3.13,1.43,0,97.3,-2.44,53.79,6.06,2187.0,6.7,-2.83,4.07,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,0,0,0,0,5,1,1,0,0,3.43,1.65,1,,,,,,,,,,,,,,
2,2022,6,16,1,2,0,1,0,0,0,5,1,2,0,0,3.35,1.57,1,,,,,,,,,,,,,,
1,2022,6,16,1,2,0,1,0,0,0,5,2,2,0,1,3.35,1.56,0,73.2,-1.95,54.03,6.43,2322.0,6.5,-0.19,1.82,19.0,2.0,8.0,0.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,0,5,3,2,1,1,3.25,1.56,0,96.0,-2.53,53.72,5.97,2435.0,6.8,0.0,3.52,19.0,0.0,11.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,0,5,4,2,2,1,3.17,1.57,0,84.8,-2.62,53.78,5.91,2304.0,6.7,-2.25,3.04,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,0,5,5,2,3,1,3.38,1.57,0,84.9,-2.61,53.75,5.83,2304.0,6.7,-1.28,1.74,19.0,0.0,13.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,0,0,0,0,6,1,0,0,0,3.27,1.51,1,,,,,,,,,,,,,,
2,2022,6,16,1,2,0,1,0,0,0,6,1,1,0,0,3.24,1.54,1,,,,,,,,,,,,,,
1,2022,6,16,1,2,0,1,0,0,0,6,2,1,1,0,3.4,1.55,0,73.5,-1.73,53.82,6.49,2254.0,6.7,1.44,1.62,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,1,0,0,0,6,3,1,2,0,3.35,1.54,0,96.0,-2.32,53.78,6.07,2233.0,6.7,-1.36,2.84,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,16,1,2,0,1,0,0,0,6,4,1,3,0,3.56,1.55,0,82.3,-2.48,53.67,6.03,2313.0,6.8,1.03,1.0,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,16,1,2,0,0,0,0,1,6,1,1,0,0,3.44,1.61,1,,,,,,,,,,,,,,
0,2022,6,16,1,2,0,0,0,0,1,6,2,1,1,0,3.44,1.61,0,82.7,-2.57,53.85,5.96,2206.0,6.6,-1.58,2.84,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,1,6,1,2,0,0,3.37,1.59,1,,,,,,,,,,,,,,
1,2022,6,16,1,2,0,1,0,0,1,6,2,2,0,1,3.37,1.59,0,97.1,-2.41,53.64,5.96,2112.0,6.9,0.01,2.34,19.0,4.0,5.0,0.0,0.0,0.0
1,2022,6,16,1,2,0,1,0,0,1,6,3,2,0,2,3.37,1.59,0,98.9,-2.29,53.66,5.96,2319.0,6.8,0.68,2.58,19.0,3.0,6.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,0,0,1,1,0,0,0,3.36,1.58,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,0,0,1,2,0,1,0,3.37,1.58,0,95.9,-2.12,53.66,6.18,1951.0,6.8,-1.66,2.8,19.0,0.0,11.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,1,3,0,1,1,3.38,1.72,0,82.3,-2.42,53.9,6.0,2311.0,6.6,0.1,3.16,19.0,2.0,2.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,0,0,1,4,0,2,1,3.36,1.58,0,82.4,-2.53,53.73,5.92,2414.0,6.8,0.81,1.57,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,1,5,0,2,2,3.36,1.58,0,94.7,-2.16,53.73,6.09,2213.0,6.8,-0.24,2.7,19.0,9.0,5.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,0,0,1,6,0,3,2,3.36,1.58,0,85.4,-2.64,53.72,5.77,2471.0,6.8,0.94,2.0,19.0,0.0,14.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,1,1,1,0,0,0,3.12,1.54,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,1,0,0,1,1,2,0,1,0,3.31,1.54,0,73.4,-1.88,53.78,6.49,2376.0,6.7,1.12,1.66,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,1,1,1,1,0,0,0,3.43,1.65,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,1,1,1,2,0,0,1,3.42,1.64,0,82.8,-2.39,53.72,5.91,2504.0,6.8,0.84,1.87,19.0,2.0,14.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,1,1,1,3,0,0,2,3.41,1.64,0,83.9,-2.46,53.75,5.91,2522.0,6.7,0.78,2.31,19.0,2.0,6.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,1,1,1,4,0,1,2,3.47,1.64,0,87.5,-2.45,53.82,5.88,2536.0,6.7,1.8,1.88,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,1,1,1,1,1,0,0,3.27,1.39,1,,,,,,,,,,,,,,
1,2022,6,22,0,0,0,1,0,1,1,1,2,1,1,0,3.34,1.56,0,86.0,-2.5,53.72,5.91,2521.0,6.8,-1.12,2.47,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,1,1,1,3,1,1,1,3.34,1.56,0,96.3,-2.34,53.69,5.95,2163.0,6.8,-0.01,2.89,19.0,3.0,2.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,1,1,1,4,1,2,1,3.23,1.56,0,78.1,-1.95,53.77,6.35,2519.0,6.7,0.83,0.94,19.0,1.0,14.0,1.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,1,1,1,5,1,2,2,3.34,1.56,0,85.0,-2.44,53.75,5.85,2548.0,6.7,-0.44,2.77,19.0,2.0,1.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,1,1,1,1,2,0,0,3.35,1.62,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,1,1,1,2,2,0,1,3.35,1.62,0,85.5,-2.4,53.89,5.87,2540.0,6.6,0.82,1.93,19.0,9.0,9.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,1,1,1,3,2,0,2,3.34,1.62,0,86.7,-2.65,53.63,5.72,2606.0,6.9,1.44,1.43,19.0,9.0,14.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,1,1,1,4,2,1,2,3.34,1.62,0,86.9,-2.66,53.82,5.71,2571.0,6.7,1.12,2.38,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,1,1,1,5,2,2,2,3.23,1.62,0,97.8,-2.13,53.87,6.15,2459.0,6.6,1.14,3.55,19.0,0.0,12.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,2,1,0,0,0,3.2,1.53,1,,,,,,,,,,,,,,
2,2022,6,22,0,0,0,1,0,0,0,2,2,0,0,1,3.31,1.61,0,71.7,-1.84,53.92,6.56,2234.0,6.6,0.65,1.91,19.0,2.0,9.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,0,0,2,3,0,1,1,3.39,1.61,0,84.4,-2.15,53.94,6.27,1113.0,6.6,-1.86,4.94,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,2,4,0,1,2,3.5,1.61,0,97.0,-2.26,53.67,6.04,2189.0,6.8,0.74,2.85,19.0,2.0,3.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,0,0,2,1,1,0,0,3.0,1.45,1,,,,,,,,,,,,,,
1,2022,6,22,0,0,0,1,0,0,0,2,2,1,0,1,3.28,1.58,0,83.9,-2.69,53.87,5.9,2406.0,6.6,-0.61,2.67,19.0,2.0,1.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,0,0,2,3,1,1,1,3.31,1.61,0,97.2,-2.44,53.87,5.98,2256.0,6.6,-0.85,3.88,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,2,4,1,1,2,3.31,1.61,0,86.5,-2.6,53.79,5.85,2471.0,6.7,-0.23,1.29,19.0,5.0,13.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,2,1,2,0,0,3.35,1.66,1,,,,,,,,,,,,,,
1,2022,6,22,0,0,0,0,0,0,0,2,2,2,0,1,3.53,1.66,0,83.3,-2.51,53.91,5.92,2389.0,6.6,-0.49,3.13,19.0,2.0,1.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,2,3,2,1,1,3.52,1.66,0,97.2,-2.3,53.9,6.16,2146.0,6.6,-0.78,4.15,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,0,0,0,0,2,4,2,1,2,3.52,1.66,0,83.4,-2.56,53.81,5.91,2409.0,6.7,0.22,2.83,19.0,5.0,5.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,0,0,3,1,0,0,0,2.99,1.32,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,1,0,0,0,3,2,0,0,1,2.97,1.34,0,96.2,-2.23,53.71,6.17,2083.0,6.8,-0.1,1.85,19.0,2.0,5.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,0,0,3,3,0,1,1,2.95,1.32,0,83.9,-2.61,53.92,5.95,2327.0,6.6,-1.33,2.11,19.0,0.0,13.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,3,4,0,1,2,2.95,1.32,0,97.4,-2.37,53.79,6.02,2147.0,6.7,-0.24,2.35,19.0,3.0,5.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,0,0,0,0,3,1,1,0,0,3.42,1.58,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,0,0,3,2,1,0,1,3.44,1.61,0,75.4,-1.91,54.04,6.48,2341.0,6.5,0.01,2.76,19.0,2.0,5.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,3,3,1,0,2,3.36,1.58,0,85.5,-2.63,53.84,5.9,2439.0,6.7,0.28,3.32,19.0,2.0,3.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,3,1,2,0,0,3.31,1.54,1,,,,,,,,,,,,,,
2,2022,6,22,0,0,0,1,0,0,0,3,2,2,0,1,3.18,1.52,0,90.1,-2.64,53.79,5.83,2367.0,6.7,0.38,1.55,19.0,3.0,9.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,3,3,2,1,1,3.31,1.54,0,86.0,-2.13,53.94,6.25,1004.0,6.6,-2.73,3.88,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,0,0,0,0,4,1,0,0,0,3.42,1.62,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,0,0,4,2,0,1,0,3.33,1.64,0,71.4,-1.74,54.07,6.63,2264.0,6.4,-0.92,3.71,19.0,0.0,11.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,3,0,2,0,3.33,1.48,0,81.9,-2.5,53.78,5.95,2359.0,6.7,1.01,1.81,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,4,0,2,1,3.3,1.64,0,81.4,-2.48,53.76,6.01,2434.0,6.7,0.21,3.47,19.0,2.0,12.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,5,0,3,1,3.41,1.64,0,83.4,-2.49,53.72,5.88,2451.0,6.8,1.1,2.29,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,6,0,3,2,3.47,1.64,0,82.9,-2.53,53.72,5.93,2447.0,6.8,0.34,2.39,19.0,2.0,6.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,0,0,4,1,1,0,0,3.21,1.56,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,1,0,0,0,4,2,1,0,1,3.34,1.56,0,98.8,-2.39,53.69,5.96,2346.0,6.8,0.63,2.33,19.0,2.0,6.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,4,3,1,0,2,3.17,1.56,0,85.9,-2.71,53.76,5.86,2518.0,6.7,0.41,2.42,19.0,3.0,6.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,1,2,0,0,3.26,1.62,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,0,0,4,2,2,0,1,3.35,1.62,0,84.0,-2.66,53.53,5.79,2508.0,7.0,0.0,3.13,19.0,2.0,2.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,0,0,0,0,4,3,2,0,2,3.31,1.62,0,85.0,-2.77,53.72,5.78,2658.0,6.8,0.22,2.01,19.0,3.0,8.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,4,4,2,1,2,3.35,1.62,0,89.0,-2.09,53.81,6.37,1071.0,6.7,-0.95,2.09,19.0,0.0,13.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,5,1,0,0,0,3.21,1.54,1,,,,,,,,,,,,,,
1,2022,6,22,0,0,0,1,0,0,0,5,2,0,1,0,3.5,1.61,0,72.3,-1.77,53.81,6.6,2316.0,6.7,0.72,1.34,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,0,0,5,3,0,1,1,3.5,1.61,0,95.3,-2.32,53.79,6.15,2165.0,6.7,-0.09,3.0,19.0,3.0,2.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,5,4,0,1,2,3.5,1.61,0,85.2,-2.44,53.76,5.86,2480.0,6.7,0.73,1.97,19.0,3.0,9.0,0.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,5,1,1,0,0,3.1,1.57,1,,,,,,,,,,,,,,
1,2022,6,22,0,0,0,1,0,0,0,5,2,1,1,0,3.31,1.61,0,75.2,-1.93,53.78,6.42,2513.0,6.7,0.18,1.43,19.0,0.0,14.0,1.0,0.0,0.0
1,2022,6,22,0,0,0,1,0,0,0,5,3,1,1,1,3.23,1.61,0,98.0,-2.25,53.73,6.04,2270.0,6.8,0.53,2.88,19.0,3.0,3.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,1,0,0,0,5,4,1,2,1,3.08,1.61,0,96.8,-2.33,53.68,6.05,2236.0,6.8,1.39,1.97,19.0,0.0,14.0,1.0,0.0,0.0
2,2022,6,22,0,0,0,1,0,0,0,5,5,1,2,2,3.15,1.61,0,83.4,-2.45,53.8,5.91,2434.0,6.7,-0.45,2.5,19.0,2.0,4.0,0.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,5,1,2,0,0,3.51,1.66,1,,,,,,,,,,,,,,
0,2022,6,22,0,0,0,0,0,0,0,5,2,2,1,0,3.48,1.66,0,83.7,-2.56,53.61,5.78,2538.0,6.9,0.96,0.96,19.0,0.0,14.0,1.0,0.0,0.0
0,2022,6,22,0,0,0,0,0,0,0,5,3,2,1,1,3.48,1.66,0,83.1,-2.68,53.82,5.89,2497.0,6.7,0.06,2.61,19.0,2.0,5.0,0.0,0.0,0.0
1,2022,6,22,0,0,0,0,0,0,0,5,4,2,1,2,3.52,1.66,0,82.9,-2.57,53.82,5.91,2524.0,6.7,-0.56,3.06,19.0,2.0,1.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,1,0,0,0,6,1,0,0,0,2.99,1.32,1,,,,,,,,,,,,,,
0,2022,6,22,0,1,0,1,0,0,0,6,2,0,0,1,2.95,1.32,0,72.2,-1.91,53.99,6.62,2193.0,6.5,0.44,2.48,19.0,2.0,6.0,0.0,0.0,0.0
1,2022,6,22,0,1,0,1,0,0,0,6,3,0,0,2,2.95,1.32,0,82.6,-2.69,53.75,5.97,2397.0,6.8,0.38,1.71,19.0,3.0,9.0,0.0,0.0,0.0
0,2022,6,22,0,1,0,0,0,0,0,6,1,1,0,0,3.4,1.58,1,,,,,,,,,,,,,,
0,2022,6,22,0,1,0,0,0,0,0,6,2,1,1,0,3.4,1.58,0,83.8,-2.59,53.82,5.95,2352.0,6.7,-0.69,3.82,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,1,0,0,0,0,0,6,3,1,1,1,3.41,1.58,0,82.2,-2.66,53.76,5.82,2364.0,6.7,0.71,1.76,19.0,2.0,9.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,0,0,0,0,6,4,1,1,2,3.4,1.58,0,77.0,-2.07,53.78,6.47,2386.0,6.7,0.36,2.33,19.0,2.0,6.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,0,0,0,0,6,5,1,2,2,3.4,1.58,0,89.3,-2.17,53.84,6.29,1146.0,6.7,-1.3,1.93,19.0,0.0,13.0,1.0,0.0,0.0
0,2022,6,22,0,1,0,0,0,0,0,6,6,1,3,2,3.42,1.58,0,79.0,-2.04,53.97,6.46,2506.0,6.5,-1.5,2.6,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,1,0,1,0,0,1,6,1,1,0,0,3.4,1.54,1,,,,,,,,,,,,,,
1,2022,6,22,0,1,0,1,0,0,1,6,2,1,1,0,3.2,1.54,0,75.1,-1.96,53.87,6.34,2384.0,6.6,0.56,1.18,19.0,0.0,14.0,1.0,0.0,0.0
1,2022,6,22,0,1,0,1,0,0,1,6,3,1,1,1,3.31,1.54,0,96.9,-2.29,53.78,6.01,2156.0,6.7,0.51,2.03,19.0,2.0,9.0,0.0,0.0,0.0
0,2022,6,22,0,1,0,0,0,0,0,7,1,0,0,0,3.52,1.64,1,,,,,,,,,,,,,,
0,2022,6,22,0,1,0,0,0,0,0,7,2,0,1,0,3.45,1.64,0,82.7,-2.66,53.74,5.96,2297.0,6.8,-1.13,2.95,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,22,0,1,0,0,0,0,0,7,3,0,2,0,3.47,1.64,0,82.0,-2.61,53.69,5.87,2396.0,6.8,1.2,1.64,19.0,0.0,14.0,1.0,0.0,0.0
1,2022,6,22,0,1,0,1,0,0,0,7,1,1,0,0,3.34,1.56,1,,,,,,,,,,,,,,
2,2022,6,22,0,1,0,1,0,0,0,7,2,1,0,1,3.39,1.56,0,98.2,-2.37,53.69,6.05,2119.0,6.8,-0.19,2.11,19.0,3.0,8.0,0.0,0.0,0.0
0,2022,6,22,0,1,0,1,0,0,0,7,3,1,1,1,3.46,1.56,0,80.2,-2.01,53.71,6.36,2512.0,6.8,0.33,0.77,19.0,0.0,14.0,1.0,0.0,0.0
1,2022,6,22,0,1,0,1,0,0,0,7,4,1,1,2,3.33,1.56,0,86.9,-2.74,53.9,5.81,2473.0,6.6,0.12,3.37,19.0,2.0,2.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,1,0,0,0,7,5,1,2,2,3.34,1.56,0,99.9,-2.47,53.93,5.96,2266.0,6.6,-1.88,3.23,19.0,0.0,11.0,1.0,0.0,0.0
2,2022,6,22,0,1,0,1,0,0,0,7,6,1,3,2,3.19,1.48,0,87.1,-2.29,53.82,6.15,1448.0,6.7,-1.88,1.18,19.0,0.0,13.0,1.0,0.0,0.0
0,2022,6,22,0,1,0,0,0,0,0,7,1,2,0,0,3.33,1.62,1,,,,,,,,,,,,,,
1,2022,6,22,0,1,0,0,0,0,0,7,2,2,0,1,3.35,1.62,0,84.5,-2.68,53.75,5.77,2472.0,6.8,0.84,2.01,19.0,2.0,14.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,0,0,0,0,7,3,2,0,2,3.35,1.62,0,96.9,-2.4,54.0,6.05,2268.0,6.5,0.17,3.57,19.0,3.0,12.0,0.0,0.0,0.0
0,2022,6,22,0,1,0,0,0,0,0,7,4,2,0,2,3.36,1.62,0,88.0,-2.04,53.72,6.34,1236.0,6.8,-0.7,2.03,19.0,3.0,7.0,0.0,0.0,0.0
2,2022,6,22,0,1,0,0,0,0,0,7,5,2,1,2,3.35,1.62,0,86.3,-2.68,53.76,5.76,2426.0,6.7,1.92,2.4,19.0,0.0,14.0,1.0,0.0,0.0
2,2022,6,22,0,3,0,1,0,0,0,8,1,0,0,0,3.26,1.61,1,,,,,,,,,,,,,,
2,2022,6,22,0,3,0,1,0,0,0,8,2,0,0,1,3.5,1.61,0,72.5,-1.89,54.08,6.64,2350.0,6.4,-0.61,3.08,19.0,2.0,1.0,0.0,0.0,0.0
2,2022,6,22,0,3,0,1,0,0,0,8,3,0,0,2,3.49,1.61,0,87.5,-2.22,53.75,6.08,1375.0,6.7,0.07,0.94,19.0,9.0,14.0,0.0,0.0,0.0
2,2022,6,22,0,3,0,1,0,0,0,8,4,0,1,2,3.5,1.61,0,89.2,-2.29,53.61,6.0,1251.0,6.9,1.07,0.72,19.0,0.0,14.0,1.0,0.0,0.0
2,2022,6,22,0,3,0,1,0,0,0,8,1,1,0,0,3.23,1.61,1,,,,,,,,,,,,,,
0,2022,6,22,0,3,0,1,0,0,0,8,2,1,1,0,3.24,1.61,0,85.2,-2.11,53.61,6.2,1093.0,6.9,-0.97,4.61,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,22,0,3,0,1,0,0,0,8,3,1,2,0,3.19,1.61,0,82.6,-2.64,53.95,5.8,2340.0,6.5,-1.06,1.56,19.0,0.0,13.0,1.0,0.0,0.0
1,2022,6,22,0,3,0,1,0,0,0,8,4,1,3,0,3.04,1.46,0,96.0,-2.26,53.66,5.97,2064.0,6.8,-0.16,1.15,19.0,0.0,13.0,1.0,0.0,0.0
1,2022,6,22,0,3,0,1,0,0,0,8,5,1,3,1,3.31,1.61,0,93.1,-2.31,53.72,6.11,2040.0,6.8,-0.55,3.17,19.0,2.0,11.0,0.0,0.0,0.0
0,2022,6,22,0,3,0,0,0,0,0,8,1,2,0,0,3.52,1.66,1,,,,,,,,,,,,,,
2,2022,6,22,0,3,0,0,0,0,0,8,2,2,0,1,3.52,1.66,0,83.2,-2.48,53.82,5.82,2406.0,6.7,0.86,2.4,19.0,2.0,14.0,0.0,0.0,0.0
0,2022,6,22,0,3,0,0,0,0,0,8,3,2,0,2,3.48,1.55,0,87.0,-2.1,53.72,6.24,1214.0,6.8,-0.24,2.06,19.0,3.0,8.0,0.0,0.0,0.0
0,2022,6,29,0,0,0,0,0,0,0,1,1,0,0,0,3.46,1.57,1,,,,,,,,,,,,,,
1,2022,6,29,0,0,0,0,0,0,0,1,2,0,0,1,3.44,1.55,0,82.3,-2.36,53.73,5.95,2339.0,6.8,0.85,2.18,19.0,2.0,14.0,0.0,0.0,0.0
1,2022,6,29,0,0,0,0,0,0,0,1,3,0,0,2,3.39,1.56,0,97.2,-1.99,53.74,6.08,2197.0,6.8,0.68,2.64,19.0,3.0,6.0,0.0,0.0,0.0
0,2022,6,29,0,0,0,0,0,0,0,1,4,0,1,2,3.44,1.55,0,98.0,-2.23,53.75,6.09,2192.0,6.7,-0.05,4.53,19.0,0.0,11.0,1.0,0.0,0.0
1,2022,6,29,0,0,0,1,0,0,1,1,1,0,0,0,3.27,1.47,1,,,,,,,,,,,,,,
1,2022,6,29,0,0,0,1,0,0,1,1,2,0,0,1,3.32,1.53,0,96.0,-2.26,53.71,5.98,2199.0,6.8,-0.32,2.72,19.0,2.0,1.0,0.0,0.0,0.0
1,2022,6,29,0,0,0,1,0,0,1,1,3,0,1,1,3.38,1.55,0,97.8,-2.29,53.7,5.89,2202.0,6.8,0.87,1.64,19.0,0.0,14.0,1.0,0.0,0.0
