pitch_name,game_year,game_month,game_day,home_team,LAA_score,ENEMY_score,score_difference,is_LAA_score_is_higher,stand,on_3b,on_2b,on_1b,count_runner,inning,pitch_number,pitch_count_per_inning,pitch_count_per_game,outs_when_up,balls,strikes,sz_top,sz_bot,is_first_pitch_number,release_speed,release_pos_x,release_pos_y,is_incourse_ball,is_high_ball,release_pos_z,release_spin_rate,release_extension,plate_x,plate_z,events,description,zone,type,hc_x,hc_y,one_pitch_ago,two_pitches_ago,three_pitches_ago
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,2,1,7,22,2,0,0,3.38,1.56,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,2,2,8,23,2,1,0,3.41,1.56,0,74.5,-1.43,54.14,-1.0,1.0,6.35,2295.0,6.4,1.54,2.55,19.0,0.0,12.0,1.0,0.0,0.0,Curveball,,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,2,3,9,24,2,1,1,3.41,1.56,0,94.1,-1.81,53.94,1.0,1.0,6.14,2122.0,6.6,-0.38,3.23,19.0,3.0,1.0,0.0,0.0,0.0,4-Seam Fastball,Curveball,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,3,1,1,25,0,0,0,3.23,1.51,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,3,2,2,26,0,1,0,3.32,1.51,0,92.6,-1.77,53.57,1.0,-1.0,6.07,2059.0,6.9,1.49,1.84,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,3,3,3,27,0,1,1,3.32,1.51,0,94.9,-1.86,53.93,0.0,1.0,6.08,2124.0,6.6,-0.17,3.21,19.0,9.0,2.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,3,1,4,28,1,0,0,3.41,1.56,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,3,2,5,29,1,0,1,3.31,1.56,0,94.4,-1.83,53.73,-1.0,1.0,6.12,1947.0,6.8,0.49,3.37,19.0,9.0,3.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,3,3,6,30,1,0,2,3.41,1.56,0,95.3,-1.78,53.81,0.0,1.0,6.13,1830.0,6.7,-0.12,2.98,19.0,2.0,2.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,3,1,7,31,2,0,0,3.32,1.55,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,3,2,8,32,2,1,0,3.32,1.51,0,79.3,-1.83,54.0,-1.0,1.0,6.1,2156.0,6.5,0.56,3.6,19.0,0.0,12.0,1.0,0.0,0.0,Sweeper,,
0,2021,7,6,0,3,1,2,1,1,0,0,0,0,4,1,1,33,0,0,0,3.29,1.53,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,4,2,2,34,0,0,1,3.48,1.53,0,69.2,-1.29,54.04,0.0,1.0,6.56,2125.0,6.5,-0.18,2.77,19.0,2.0,2.0,0.0,0.0,0.0,Curveball,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,4,3,3,35,0,1,1,3.37,1.53,0,96.2,-1.75,53.82,1.0,-1.0,6.17,2188.0,6.7,1.15,2.35,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,Curveball,
1,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,1,4,36,0,0,0,3.75,1.73,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,2,5,37,0,0,1,3.65,1.73,0,96.1,-1.68,53.76,1.0,1.0,6.04,2162.0,6.7,-0.56,3.32,19.0,2.0,1.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,3,6,38,0,1,1,3.68,1.73,0,91.2,-1.94,53.83,-1.0,-1.0,5.93,2374.0,6.7,0.58,1.22,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,4-Seam Fastball,
1,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,4,7,39,0,1,2,3.49,1.6,0,96.6,-1.78,53.68,0.0,-1.0,5.96,2185.0,6.8,0.02,1.92,19.0,2.0,8.0,0.0,0.0,0.0,4-Seam Fastball,Cutter,4-Seam Fastball
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,1,8,40,1,0,0,3.58,1.7,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,4,2,9,41,1,0,1,3.47,1.59,0,89.6,-1.97,53.76,-1.0,-1.0,5.89,2339.0,6.7,0.3,1.63,19.0,2.0,9.0,0.0,0.0,0.0,Cutter,,
0,2021,7,6,0,3,1,2,1,1,0,1,0,1,4,1,10,42,2,0,0,3.53,1.53,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,1,0,1,0,1,4,2,11,43,2,1,0,3.37,1.53,0,89.6,-1.88,53.87,-1.0,1.0,6.02,1700.0,6.6,-2.48,3.07,19.0,0.0,11.0,1.0,0.0,0.0,Split-Finger,,
1,2021,7,6,0,3,1,2,1,1,0,1,0,1,4,3,12,44,2,1,1,3.37,1.53,0,96.9,-1.87,53.51,0.0,1.0,5.91,2232.0,7.0,-0.14,2.9,19.0,3.0,2.0,0.0,0.0,0.0,4-Seam Fastball,Split-Finger,
0,2021,7,6,0,3,1,2,1,1,0,1,0,1,4,4,13,45,2,1,2,3.32,1.53,0,98.3,-1.75,53.79,0.0,0.0,5.97,2191.0,6.7,0.1,2.11,19.0,3.0,5.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,Split-Finger
1,2021,7,6,0,3,1,2,1,1,0,1,0,1,4,5,14,46,2,2,2,3.37,1.53,0,89.0,-1.88,53.68,-1.0,1.0,6.03,827.0,6.8,-1.56,2.73,19.0,0.0,11.0,1.0,0.0,0.0,Split-Finger,4-Seam Fastball,4-Seam Fastball
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,1,1,47,0,0,0,3.4,1.61,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,2,2,48,0,0,1,3.32,1.57,0,94.6,-1.78,53.73,-1.0,-1.0,6.14,2053.0,6.8,0.58,2.17,19.0,2.0,9.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,3,3,49,0,0,2,3.41,1.56,0,86.5,-1.89,53.88,-1.0,1.0,6.05,2220.0,6.6,1.02,2.46,19.0,2.0,12.0,0.0,0.0,0.0,Cutter,4-Seam Fastball,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,4,4,50,0,0,2,3.41,1.56,0,98.2,-1.89,53.68,-1.0,0.0,6.0,2233.0,6.8,0.81,2.76,19.0,3.0,6.0,0.0,0.0,0.0,4-Seam Fastball,Cutter,4-Seam Fastball
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,1,5,51,1,0,0,3.36,1.58,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,5,2,6,52,1,0,1,3.41,1.56,0,77.8,-1.85,53.85,-1.0,1.0,5.98,2301.0,6.6,1.08,2.9,19.0,2.0,12.0,0.0,0.0,0.0,Sweeper,,
0,2021,7,6,0,3,1,2,1,1,0,0,0,0,5,1,7,53,2,0,0,3.26,1.51,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,5,2,8,54,2,0,1,3.32,1.51,0,67.8,-1.35,54.05,1.0,-1.0,6.44,2243.0,6.4,0.46,1.91,19.0,2.0,9.0,0.0,0.0,0.0,Curveball,,
1,2021,7,6,0,3,1,2,1,1,0,0,0,0,5,3,9,55,2,0,2,3.32,1.51,0,97.6,-1.86,53.68,0.0,-1.0,6.02,2230.0,6.8,0.23,1.8,19.0,9.0,8.0,0.0,0.0,0.0,4-Seam Fastball,Curveball,
0,2021,7,6,0,3,1,2,1,1,0,0,0,0,5,4,10,56,2,0,2,3.25,1.51,0,97.5,-2.01,53.9,0.0,0.0,5.99,2265.0,6.6,0.2,2.57,19.0,3.0,5.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,Curveball
0,2021,7,6,0,3,1,2,1,1,0,0,0,0,5,5,11,57,2,1,2,3.32,1.51,0,87.8,-1.72,53.78,-1.0,-1.0,6.15,988.0,6.7,-0.02,0.51,19.0,0.0,13.0,1.0,0.0,0.0,Split-Finger,4-Seam Fastball,4-Seam Fastball
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,6,1,1,58,0,0,0,3.41,1.56,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,0,0,0,6,2,2,59,0,0,1,3.3,1.43,0,93.3,-1.64,53.83,-1.0,1.0,6.12,1982.0,6.7,0.39,3.22,19.0,4.0,3.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,0,0,0,0,0,6,3,3,60,0,1,1,3.41,1.56,0,88.4,-1.94,53.76,-1.0,1.0,6.02,2255.0,6.7,1.53,2.52,19.0,0.0,12.0,1.0,0.0,0.0,Cutter,4-Seam Fastball,
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,6,1,4,61,0,0,0,3.32,1.51,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,6,2,5,62,0,0,1,3.32,1.51,0,89.6,-2.01,53.68,0.0,1.0,5.88,2238.0,6.8,0.0,2.77,19.0,3.0,2.0,0.0,0.0,0.0,Cutter,,
1,2021,7,6,0,3,1,2,1,0,0,1,0,1,6,3,6,63,0,0,2,3.32,1.51,0,88.4,-2.0,53.76,-1.0,0.0,5.9,2270.0,6.7,0.46,2.44,19.0,3.0,6.0,0.0,0.0,0.0,Cutter,Cutter,
0,2021,7,6,0,3,1,2,1,0,0,1,0,1,6,4,7,64,0,0,2,3.32,1.51,0,96.7,-1.92,53.81,0.0,1.0,6.03,2248.0,6.7,-0.06,3.36,19.0,3.0,2.0,0.0,0.0,0.0,4-Seam Fastball,Cutter,Cutter
1,2021,7,6,0,3,1,2,1,1,1,0,0,1,6,1,8,65,1,0,0,3.47,1.53,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,1,1,0,0,1,6,2,9,66,1,1,0,3.59,1.63,0,96.8,-1.89,53.96,-1.0,1.0,6.01,2098.0,6.5,-0.77,3.49,19.0,0.0,1.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,6,0,3,1,2,1,1,1,0,0,1,6,3,10,67,1,2,0,3.37,1.53,0,96.4,-1.91,53.89,-1.0,1.0,5.98,2050.0,6.6,-1.43,3.95,19.0,0.0,11.0,1.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
1,2021,7,6,0,3,1,2,1,1,1,0,0,1,6,4,11,68,1,2,1,3.37,1.53,0,96.4,-1.89,53.77,1.0,1.0,5.96,2035.0,6.7,0.22,3.61,19.0,9.0,12.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
1,2021,7,6,0,3,1,2,1,1,1,0,0,1,6,5,12,69,1,2,2,3.37,1.53,0,96.0,-1.96,53.75,-1.0,1.0,5.87,2158.0,6.7,-0.5,3.66,19.0,9.0,11.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
1,2021,7,6,0,3,1,2,1,0,1,0,0,1,6,1,13,70,2,0,0,3.68,1.57,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,3,1,2,1,0,1,0,0,1,6,2,14,71,2,1,0,3.49,1.6,0,97.2,-1.9,53.82,1.0,1.0,6.0,2137.0,6.7,-0.2,4.22,19.0,0.0,11.0,1.0,0.0,0.0,4-Seam Fastball,,
0,2021,7,6,0,3,2,1,1,0,0,0,1,1,6,1,15,72,2,0,0,3.54,1.59,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,3,2,1,1,0,0,0,1,1,6,2,16,73,2,0,1,3.47,1.59,0,86.8,-1.95,53.89,-1.0,0.0,5.83,2251.0,6.6,0.33,2.69,19.0,2.0,6.0,0.0,0.0,0.0,Cutter,,
1,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,1,1,74,0,0,0,3.38,1.53,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,2,2,75,0,0,1,3.37,1.53,0,91.1,-1.88,53.81,1.0,0.0,6.19,2102.0,6.7,0.64,2.34,19.0,2.0,6.0,0.0,0.0,0.0,4-Seam Fastball,,
0,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,3,3,76,0,0,2,3.37,1.53,0,85.6,-1.73,53.69,-1.0,-1.0,6.29,1319.0,6.8,-0.07,0.73,19.0,9.0,13.0,0.0,0.0,0.0,Split-Finger,4-Seam Fastball,
0,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,4,4,77,0,0,2,3.27,1.53,0,87.4,-1.56,53.72,0.0,-1.0,6.28,1130.0,6.8,0.02,1.5,19.0,3.0,8.0,0.0,0.0,0.0,Split-Finger,Split-Finger,4-Seam Fastball
0,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,5,5,78,0,1,2,3.26,1.53,0,88.9,-1.65,53.58,1.0,-1.0,6.21,1221.0,6.9,0.08,-0.68,19.0,0.0,14.0,1.0,0.0,0.0,Split-Finger,Split-Finger,Split-Finger
1,2021,7,6,0,5,2,3,1,1,0,0,0,0,7,6,6,79,0,2,2,3.37,1.53,0,75.1,-1.54,54.21,-1.0,1.0,6.54,2233.0,6.3,-1.29,4.11,19.0,0.0,11.0,1.0,0.0,0.0,Curveball,Split-Finger,Split-Finger
0,2021,7,6,0,5,2,3,1,0,0,0,1,1,7,1,7,80,0,0,0,3.48,1.71,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,5,2,3,1,0,0,0,1,1,7,2,8,81,0,0,1,3.56,1.72,0,86.2,-1.87,53.77,-1.0,-1.0,5.91,2130.0,6.7,0.79,1.53,19.0,2.0,14.0,0.0,0.0,0.0,Cutter,,
0,2021,7,6,0,5,2,3,1,0,0,0,1,1,7,3,9,82,0,1,1,3.4,1.56,0,95.0,-1.8,53.63,-1.0,-1.0,5.93,2026.0,6.9,1.13,0.39,19.0,1.0,14.0,1.0,0.0,0.0,4-Seam Fastball,Cutter,
0,2021,7,6,0,5,2,3,1,0,0,0,1,1,7,4,10,83,0,2,1,3.41,1.56,0,86.4,-2.02,53.76,-1.0,-1.0,5.9,2204.0,6.7,1.21,1.55,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,4-Seam Fastball,Cutter
1,2021,7,6,0,5,2,3,1,0,0,0,1,1,7,5,11,84,0,2,2,3.44,1.69,0,85.5,-2.04,53.72,-1.0,-1.0,5.74,2258.0,6.8,0.59,1.26,19.0,3.0,14.0,0.0,0.0,0.0,Cutter,Cutter,4-Seam Fastball
0,2021,7,6,0,5,2,3,1,0,0,1,0,1,7,6,12,85,0,3,2,3.41,1.56,0,95.8,-1.86,53.65,1.0,-1.0,5.9,2095.0,6.9,-0.06,1.49,19.0,0.0,13.0,1.0,0.0,0.0,4-Seam Fastball,Cutter,Cutter
0,2021,7,6,0,5,2,3,1,0,0,1,0,1,7,1,13,86,1,0,0,3.42,1.59,1,,,,,,,,,,,,,,,,,,,
0,2021,7,6,0,5,2,3,1,0,0,1,0,1,7,2,14,87,1,1,0,3.41,1.56,0,79.2,-1.96,53.84,1.0,1.0,5.88,2343.0,6.7,-0.78,3.51,19.0,0.0,1.0,1.0,0.0,0.0,Sweeper,,
0,2021,7,6,0,5,2,3,1,1,0,1,0,1,7,1,15,88,2,0,0,3.26,1.51,1,,,,,,,,,,,,,,,,,,,
1,2021,7,6,0,5,2,3,1,1,0,1,0,1,7,2,16,89,2,1,0,3.32,1.51,0,85.6,-1.79,53.7,-1.0,-1.0,5.93,1048.0,6.8,-0.5,1.07,19.0,0.0,13.0,1.0,0.0,0.0,Split-Finger,,
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3.26,1.48,1,,,,,,,,,,,,,,,,,,,
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,0,3.22,1.5,0,92.1,-1.67,53.53,-1.0,-1.0,6.17,2047.0,7.0,0.79,1.48,19.0,0.0,9.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,3,3,3,0,2,0,3.24,1.52,0,93.1,-1.97,53.57,-1.0,1.0,6.22,2228.0,6.9,1.32,2.65,19.0,0.0,12.0,1.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,4,4,4,0,2,1,3.47,1.59,0,91.2,-1.85,53.59,1.0,0.0,6.19,2085.0,6.9,-0.71,2.08,19.0,2.0,4.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,5,5,5,0,2,2,3.16,1.42,0,85.7,-2.17,53.59,0.0,0.0,6.05,2179.0,6.9,-0.14,2.57,19.0,3.0,5.0,0.0,0.0,0.0,Cutter,4-Seam Fastball,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,6,6,6,0,3,2,3.47,1.59,0,82.3,-2.22,53.68,-1.0,-1.0,5.92,2306.0,6.8,1.83,1.05,19.0,0.0,14.0,1.0,0.0,0.0,Sweeper,Cutter,4-Seam Fastball
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,7,7,7,0,3,2,3.47,1.59,0,82.1,-2.23,53.55,-1.0,-1.0,5.99,2350.0,7.0,1.16,1.5,19.0,3.0,14.0,0.0,0.0,0.0,Sweeper,Sweeper,Cutter
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,1,8,8,1,0,0,3.18,1.38,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,2,9,9,1,0,1,3.18,1.46,0,94.9,-2.04,53.75,1.0,0.0,6.06,2061.0,6.8,-0.78,2.32,19.0,2.0,4.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,3,10,10,1,0,2,3.13,1.41,0,79.1,-2.16,53.64,0.0,0.0,5.92,2239.0,6.9,-0.27,2.61,19.0,2.0,5.0,0.0,0.0,0.0,Sweeper,4-Seam Fastball,
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,4,11,11,1,1,2,3.18,1.41,0,97.5,-2.31,53.91,1.0,1.0,6.05,2320.0,6.6,-1.21,3.97,19.0,0.0,11.0,1.0,0.0,0.0,4-Seam Fastball,Sweeper,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,1,5,12,12,1,2,2,3.37,1.53,0,82.1,-2.26,53.67,-1.0,-1.0,5.87,2316.0,6.8,0.84,1.25,19.0,0.0,14.0,1.0,0.0,0.0,Sweeper,4-Seam Fastball,Sweeper
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,1,1,13,13,2,0,0,3.58,1.75,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,1,2,14,14,2,1,0,3.43,1.68,0,96.4,-2.09,53.54,1.0,-1.0,5.95,2276.0,7.0,0.61,0.84,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,1,3,15,15,2,2,0,3.58,1.68,0,89.0,-2.19,53.6,1.0,-1.0,5.96,2267.0,6.9,1.09,1.02,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,4-Seam Fastball,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,1,4,16,16,2,2,1,3.58,1.68,0,94.9,-2.04,53.67,-1.0,1.0,5.99,2259.0,6.8,-0.04,3.91,19.0,3.0,11.0,0.0,0.0,0.0,4-Seam Fastball,Cutter,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,1,5,17,17,2,2,2,3.58,1.68,0,80.7,-2.07,53.76,1.0,-1.0,5.94,2266.0,6.7,0.85,2.07,19.0,3.0,14.0,0.0,0.0,0.0,Sweeper,4-Seam Fastball,Cutter
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,1,1,18,0,0,0,3.37,1.53,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,1,2,19,1,0,0,3.26,1.55,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,2,3,20,1,0,1,3.27,1.54,0,85.7,-2.02,53.86,1.0,-1.0,6.1,2174.0,6.6,0.81,1.7,19.0,2.0,9.0,0.0,0.0,0.0,Cutter,,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,3,4,21,1,1,1,3.46,1.53,0,84.1,-1.78,53.73,-1.0,1.0,6.33,1160.0,6.8,-0.85,4.14,19.0,0.0,11.0,1.0,0.0,0.0,Split-Finger,Cutter,
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,4,5,22,1,2,1,3.36,1.6,0,84.6,-1.84,53.47,1.0,-1.0,6.27,1308.0,7.0,0.51,0.21,19.0,0.0,14.0,1.0,0.0,0.0,Split-Finger,Split-Finger,Cutter
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,2,5,6,23,1,3,1,3.49,1.6,0,95.0,-2.16,53.78,-1.0,1.0,6.12,2028.0,6.7,-1.4,3.56,19.0,0.0,11.0,1.0,0.0,0.0,4-Seam Fastball,Split-Finger,Split-Finger
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,1,7,24,1,0,0,3.47,1.65,1,,,,,,,,,,,,,,,,,,,
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,2,8,25,1,0,1,3.52,1.69,0,95.6,-2.05,53.49,-1.0,-1.0,6.03,2181.0,7.0,0.29,1.94,19.0,2.0,9.0,0.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,3,9,26,1,0,2,3.43,1.69,0,96.3,-2.05,53.48,-1.0,0.0,6.01,2205.0,7.0,0.36,2.35,19.0,2.0,6.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,4,10,27,1,1,2,3.37,1.53,0,96.9,-2.19,53.77,1.0,1.0,6.1,2300.0,6.7,-0.48,4.05,19.0,0.0,11.0,1.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,1,11,28,2,0,0,3.21,1.48,1,,,,,,,,,,,,,,,,,,,
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,2,12,29,2,1,0,3.32,1.51,0,96.6,-2.06,53.44,-1.0,-1.0,6.0,2270.0,7.1,1.2,0.77,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,3,13,30,2,1,1,3.14,1.46,0,96.6,-2.07,53.58,0.0,0.0,6.02,2265.0,6.9,-0.11,2.22,19.0,3.0,5.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
0,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,4,14,31,2,2,1,3.32,1.51,0,96.2,-2.16,53.54,-1.0,-1.0,5.93,2339.0,7.0,1.59,1.26,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,5,15,32,2,2,2,3.14,1.38,0,89.7,-2.22,53.68,-1.0,-1.0,5.94,2333.0,6.8,0.46,1.42,19.0,9.0,9.0,0.0,0.0,0.0,Cutter,4-Seam Fastball,4-Seam Fastball
1,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,6,16,33,2,3,2,3.32,1.51,0,98.1,-2.07,53.55,-1.0,-1.0,5.96,2290.0,6.9,0.42,0.99,19.0,0.0,14.0,1.0,0.0,0.0,4-Seam Fastball,Cutter,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,0,0,1,0,1,2,7,17,34,2,3,2,3.32,1.51,0,98.1,-2.09,53.5,0.0,1.0,5.95,2344.0,7.0,-0.1,2.93,19.0,3.0,2.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,Cutter
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,3,1,1,35,0,0,0,3.49,1.6,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,0,0,0,0,0,3,2,2,36,0,0,1,3.49,1.6,0,85.4,-2.2,53.82,1.0,1.0,6.09,2171.0,6.7,-0.82,3.53,19.0,3.0,1.0,0.0,0.0,0.0,Cutter,,
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,3,1,3,37,1,0,0,2.84,1.3,1,,,,,,,,,,,,,,,,,,,
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,3,2,4,38,1,1,0,3.05,1.37,0,94.9,-2.02,53.67,1.0,-1.0,6.08,2247.0,6.8,0.69,1.7,19.0,0.0,9.0,1.0,0.0,0.0,4-Seam Fastball,,
1,2021,7,19,1,0,0,0,0,1,0,0,0,0,3,3,5,39,1,2,0,3.1,1.45,0,95.4,-2.2,53.55,0.0,-1.0,5.96,2184.0,6.9,0.16,1.25,19.0,0.0,8.0,1.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,3,4,6,40,1,2,1,3.0,1.35,0,94.9,-2.13,53.39,1.0,-1.0,5.96,2153.0,7.1,0.36,1.4,19.0,9.0,9.0,0.0,0.0,0.0,4-Seam Fastball,4-Seam Fastball,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,1,0,0,0,0,3,5,7,41,1,3,1,2.96,1.36,0,89.0,-2.32,53.73,1.0,-1.0,5.91,2318.0,6.8,1.17,0.78,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,4-Seam Fastball,4-Seam Fastball
0,2021,7,19,1,0,0,0,0,0,0,0,1,1,3,1,8,42,1,0,0,3.22,1.46,1,,,,,,,,,,,,,,,,,,,
0,2021,7,19,1,0,0,0,0,0,0,0,1,1,3,2,9,43,1,1,0,3.23,1.47,0,87.7,-2.24,53.72,-1.0,-1.0,5.88,2253.0,6.8,1.17,2.01,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,,
0,2021,7,19,1,0,0,0,0,0,0,0,1,1,3,3,10,44,1,1,1,3.2,1.5,0,88.2,-2.26,53.61,1.0,0.0,5.86,2293.0,6.9,-0.59,2.22,19.0,2.0,4.0,0.0,0.0,0.0,Cutter,Cutter,
0,2021,7,19,1,0,0,0,0,0,0,0,1,1,3,4,11,45,1,2,1,3.21,1.48,0,87.5,-2.24,53.61,-1.0,-1.0,5.84,2320.0,6.9,1.21,2.17,19.0,0.0,14.0,1.0,0.0,0.0,Cutter,Cutter,Cutter
1,2021,7,19,1,0,0,0,0,0,0,0,1,1,3,5,12,46,1,3,1,3.47,1.59,0,87.4,-2.1,53.69,1.0,1.0,5.98,2289.0,6.8,-1.05,3.58,19.0,0.0,11.0,1.0,0.0,0.0,Cutter,Cutter,Cutter
